route_id,service_id,trip_id,trip_headsign,shape_id
7VTA,SPRWKND2016,7SWKND16_OUT_1VTA,Airport,7OUTVTA
7VTA,SPRWKND2016,7SWKND16_OUT_2VTA,Airport,7OUTVTA
7VTA,SPRWKND2016,7SWKND16_OUT_3VTA,Airport,7OUTVTA
7VTA,SPRWKND2016,7SWKND16_OUT_4VTA,Airport,7OUTVTA
7VTA,HIGHDLY2016,7HDLY16_OUT_1VTA,Airport,7OUTVTA
7VTA,HIGHDLY2016,7HDLY16_OUT_2VTA,Airport,7OUTVTA
7VTA,HIGHDLY2016,7HDLY16_OUT_3VTA,Airport,7OUTVTA
7VTA,HIGHDLY2016,7HDLY16_OUT_4VTA,Airport,7OUTVTA
7VTA,FALLWKND2016,7FWKND16_OUT_1VTA,Airport,7OUTVTA
7VTA,FALLWKND2016,7FWKND16_OUT_2VTA,Airport,7OUTVTA
7VTA,FALLWKND2016,7FWKND16_OUT_3VTA,Airport,7OUTVTA
7VTA,FALLWKND2016,7FWKND16_OUT_4VTA,Airport,7OUTVTA


8VTA,MAYJUNE2016,8MAY16_LOOP_1VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_2VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_3VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_4VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_5VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_6VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_7VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_8VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_9VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_10VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_11VTA,,8VTA
8VTA,MAYJUNE2016,8MAY16_LOOP_12VTA,,8VTA

8VTA,JUNE2016,8JUNE16_LOOP_1VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_2VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_3VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_4VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_5VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_6VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_7VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_8VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_9VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_10VTA,,8VTA
8VTA,JUNE2016,8JUNE16_LOOP_11VTA,,8VTA


9VTA,APROCT2016,9APROCT16_IN_1VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_2VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_3VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_4VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_5VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_6VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_7VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_8VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_9VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_10VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_11VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_12VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_13VTA,Oak Bluffs,9INVTA
9VTA,APROCT2016,9APROCT16_IN_14VTA,Oak Bluffs,9INVTA
9VTA,SPRWKND2016,9SWKND16_IN_1VTA,Oak Bluffs,9INVTA
9VTA,SPRWKND2016,9SWKND16_IN_2VTA,Oak Bluffs,9INVTA
9VTA,SPRWKND2016,9SWKND16_IN_3VTA,Oak Bluffs,9INVTA
9VTA,SPRWKND2016,9SWKND16_IN_4VTA,Oak Bluffs,9INVTA
9VTA,HIGHDLY2016,9HDLY16_IN_1VTA,Oak Bluffs,9INVTA
9VTA,HIGHDLY2016,9HDLY16_IN_2VTA,Oak Bluffs,9INVTA
9VTA,HIGHDLY2016,9HDLY16_IN_3VTA,Oak Bluffs,9INVTA
9VTA,HIGHDLY2016,9HDLY16_IN_4VTA,Oak Bluffs,9INVTA
9VTA,FALLWKND2016,9FWKND16_IN_1VTA,Oak Bluffs,9INVTA
9VTA,FALLWKND2016,9FWKND16_IN_2VTA,Oak Bluffs,9INVTA
9VTA,FALLWKND2016,9FWKND16_IN_3VTA,Oak Bluffs,9INVTA
9VTA,FALLWKND2016,9FWKND16_IN_4VTA,Oak Bluffs,9INVTA

9VTA,APROCT2016,9APROCT16_OUT_1VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_2VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_3VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_4VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_5VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_6VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_7VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_8VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_9VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_10VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_11VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_12VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_13VTA,Airport,9OUTVTA
9VTA,APROCT2016,9APROCT16_OUT_14VTA,Airport,9OUTVTA
9VTA,SPRWKND2016,9SWKND16_OUT_1VTA,Airport,9OUTVTA
9VTA,SPRWKND2016,9SWKND16_OUT_2VTA,Airport,9OUTVTA
9VTA,SPRWKND2016,9SWKND16_OUT_3VTA,Airport,9OUTVTA
9VTA,HIGHDLY2016,9HDLY16_OUT_1VTA,Airport,9OUTVTA
9VTA,HIGHDLY2016,9HDLY16_OUT_2VTA,Airport,9OUTVTA
9VTA,HIGHDLY2016,9HDLY16_OUT_3VTA,Airport,9OUTVTA
9VTA,HIGHDLY2016,9HDLY16_OUT_4VTA,Airport,9OUTVTA
9VTA,FALLWKND2016,9FWKND16_OUT_1VTA,Airport,9OUTVTA
9VTA,FALLWKND2016,9FWKND16_OUT_2VTA,Airport,9OUTVTA
9VTA,FALLWKND2016,9FWKND16_OUT_3VTA,Airport,9OUTVTA
9VTA,SLATEWKND2016,9SLW16_OUT_1VTA,Airport,9OUTVTA
9VTA,FLATEWKND2016,9FLW16_OUT_1VTA,Airport,9OUTVTA


10VTA,APROCT2016,10APROCT16_OUT_1VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_2VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_3VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_4VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_5VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_6VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_7VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_8VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_9VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_10VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_11VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_12VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_13VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_14VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_15VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_16VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_17VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_18VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_19VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_20VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_21VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_22VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_23VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_24VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_25VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_26VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_27VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_28VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_29VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_30VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_31VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_32VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_33VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_34VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_35VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_36VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_37VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_38VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_39VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_40VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_41VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_42VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_43VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_44VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_45VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_46VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_47VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_48VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_49VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_50VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_51VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_52VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_53VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_54VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_55VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_56VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_57VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_58VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_59VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_60VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_61VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_62VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_63VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_64VTA,Vineyard Haven,10VTA
10VTA,APROCT2016,10APROCT16_OUT_65VTA,Vineyard Haven,10VTA


10AVTA,APROCT2016,10AAPROCT16_LOOP_1VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_2VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_3VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_4VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_5VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_6VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_7VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_8VTA,,10AVTA
10AVTA,APROCT2016,10AAPROCT16_LOOP_9VTA,,10AVTA


13VTA,MAYJUNE2016,13MJ16_IN_1VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_2VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_3VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_4VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_5VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_6VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_7VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_8VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_9VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_10VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_11VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_12VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_13VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_14VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_15VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_16VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_17VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_18VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_19VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_20VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_21VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_22VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_23VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_24VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_25VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_26VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_27VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_28VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_29VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_30VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_31VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_32VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_33VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_IN_34VTA,Vineyard Haven,13INVTA
13VTA,SPRWKND2016,13SWKND16_IN_1VTA,Vineyard Haven,13INVTA
13VTA,SPRWKND2016,13SWKND16_IN_2VTA,Vineyard Haven,13INVTA
13VTA,SLATEWKND2016,13SLW16_IN_1VTA,Vineyard Haven,13INVTA
13VTA,MAYJUNE2016,13MJ16_OUT_1VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_2VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_3VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_4VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_5VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_6VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_7VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_8VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_9VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_10VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_11VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_12VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_13VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_14VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_15VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_16VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_17VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_18VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_19VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_20VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_21VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_22VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_23VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_24VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_25VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_26VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_27VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_28VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_29VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_30VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_31VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_32VTA,Edgartown,13OUTVTA
13VTA,MAYJUNE2016,13MJ16_OUT_33VTA,Edgartown,13OUTVTA
13VTA,SPRWKND2016,13SWKND16_OUT_1VTA,Edgartown,13OUTVTA
13VTA,SPRWKND2016,13SWKND16_OUT_2VTA,Edgartown,13OUTVTA
13VTA,SLATEWKND2016,13SLW16_OUT_1VTA,Edgartown,13OUTVTA
